timestamp,settlement_date,settlement_period,price_gbp_per_mwh,source,market,price_type,currency,unit,ingestion_timestamp,data_quality_flag,notes
2026-05-09 00:00:00+01:00,2026-05-09,1,50.63,sample_epex_csv,day_ahead,auction_clearing,GBP,MWh,2026-05-09T19:56:49.549554+00:00,ok,Synthetic EPEX-style sample file; not official EPEX data.
2026-05-09 10:00:00+01:00,2026-05-09,21,65.76,sample_epex_csv,day_ahead,auction_clearing,GBP,MWh,2026-05-09T19:56:49.549554+00:00,ok,Synthetic EPEX-style sample file; not official EPEX data.
2026-05-09 10:30:00+01:00,2026-05-09,22,62.02,sample_epex_csv,day_ahead,auction_clearing,GBP,MWh,2026-05-09T19:56:49.549554+00:00,ok,Synthetic EPEX-style sample file; not official EPEX data.
2026-05-09 11:00:00+01:00,2026-05-09,23,89.47,sample_epex_csv,day_ahead,auction_clearing,GBP,MWh,2026-05-09T19:56:49.549554+00:00,ok,Synthetic EPEX-style sample file; not official EPEX data.
2026-05-09 11:30:00+01:00,2026-05-09,24,90.07,sample_epex_csv,day_ahead,auction_clearing,GBP,MWh,2026-05-09T19:56:49.549554+00:00,ok,Synthetic EPEX-style sample file; not official EPEX data.
2026-05-09 12:00:00+01:00,2026-05-09,25,77.02,sample_epex_csv,day_ahead,auction_clearing,GBP,MWh,2026-05-09T19:56:49.549554+00:00,ok,Synthetic EPEX-style sample file; not official EPEX data.
2026-05-09 12:30:00+01:00,2026-05-09,26,76.04,sample_epex_csv,day_ahead,auction_clearing,GBP,MWh,2026-05-09T19:56:49.549554+00:00,ok,Synthetic EPEX-style sample file; not official EPEX data.
2026-05-09 13:00:00+01:00,2026-05-09,27,85.36,sample_epex_csv,day_ahead,auction_clearing,GBP,MWh,2026-05-09T19:56:49.549554+00:00,ok,Synthetic EPEX-style sample file; not official EPEX data.
2026-05-09 13:30:00+01:00,2026-05-09,28,85.89,sample_epex_csv,day_ahead,auction_clearing,GBP,MWh,2026-05-09T19:56:49.549554+00:00,ok,Synthetic EPEX-style sample file; not official EPEX data.
2026-05-09 14:00:00+01:00,2026-05-09,29,89.76,sample_epex_csv,day_ahead,auction_clearing,GBP,MWh,2026-05-09T19:56:49.549554+00:00,ok,Synthetic EPEX-style sample file; not official EPEX data.
2026-05-09 14:30:00+01:00,2026-05-09,30,93.72,sample_epex_csv,day_ahead,auction_clearing,GBP,MWh,2026-05-09T19:56:49.549554+00:00,ok,Synthetic EPEX-style sample file; not official EPEX data.
2026-05-09 15:00:00+01:00,2026-05-09,31,80.31,sample_epex_csv,day_ahead,auction_clearing,GBP,MWh,2026-05-09T19:56:49.549554+00:00,ok,Synthetic EPEX-style sample file; not official EPEX data.
2026-05-09 15:30:00+01:00,2026-05-09,32,58.97,sample_epex_csv,day_ahead,auction_clearing,GBP,MWh,2026-05-09T19:56:49.549554+00:00,ok,Synthetic EPEX-style sample file; not official EPEX data.
2026-05-09 16:00:00+01:00,2026-05-09,33,84.22,sample_epex_csv,day_ahead,auction_clearing,GBP,MWh,2026-05-09T19:56:49.549554+00:00,ok,Synthetic EPEX-style sample file; not official EPEX data.
2026-05-09 16:30:00+01:00,2026-05-09,34,110.24,sample_epex_csv,day_ahead,auction_clearing,GBP,MWh,2026-05-09T19:56:49.549554+00:00,ok,Synthetic EPEX-style sample file; not official EPEX data.
2026-05-09 17:00:00+01:00,2026-05-09,35,97.5,sample_epex_csv,day_ahead,auction_clearing,GBP,MWh,2026-05-09T19:56:49.549554+00:00,ok,Synthetic EPEX-style sample file; not official EPEX data.
2026-05-09 17:30:00+01:00,2026-05-09,36,119.66,sample_epex_csv,day_ahead,auction_clearing,GBP,MWh,2026-05-09T19:56:49.549554+00:00,ok,Synthetic EPEX-style sample file; not official EPEX data.
2026-05-09 18:00:00+01:00,2026-05-09,37,128.46,sample_epex_csv,day_ahead,auction_clearing,GBP,MWh,2026-05-09T19:56:49.549554+00:00,ok,Synthetic EPEX-style sample file; not official EPEX data.
2026-05-09 18:30:00+01:00,2026-05-09,38,108.46,sample_epex_csv,day_ahead,auction_clearing,GBP,MWh,2026-05-09T19:56:49.549554+00:00,ok,Synthetic EPEX-style sample file; not official EPEX data.
2026-05-09 19:00:00+01:00,2026-05-09,39,118.12,sample_epex_csv,day_ahead,auction_clearing,GBP,MWh,2026-05-09T19:56:49.549554+00:00,ok,Synthetic EPEX-style sample file; not official EPEX data.
2026-05-09 19:30:00+01:00,2026-05-09,40,122.18,sample_epex_csv,day_ahead,auction_clearing,GBP,MWh,2026-05-09T19:56:49.549554+00:00,ok,Synthetic EPEX-style sample file; not official EPEX data.
2026-05-09 20:00:00+01:00,2026-05-09,41,81.03,sample_epex_csv,day_ahead,auction_clearing,GBP,MWh,2026-05-09T19:56:49.549554+00:00,ok,Synthetic EPEX-style sample file; not official EPEX data.
2026-05-09 20:30:00+01:00,2026-05-09,42,83.61,sample_epex_csv,day_ahead,auction_clearing,GBP,MWh,2026-05-09T19:56:49.549554+00:00,ok,Synthetic EPEX-style sample file; not official EPEX data.
2026-05-09 21:00:00+01:00,2026-05-09,43,75.57,sample_epex_csv,day_ahead,auction_clearing,GBP,MWh,2026-05-09T19:56:49.549554+00:00,ok,Synthetic EPEX-style sample file; not official EPEX data.
2026-05-09 21:30:00+01:00,2026-05-09,44,75.9,sample_epex_csv,day_ahead,auction_clearing,GBP,MWh,2026-05-09T19:56:49.549554+00:00,ok,Synthetic EPEX-style sample file; not official EPEX data.
2026-05-09 22:00:00+01:00,2026-05-09,45,77.39,sample_epex_csv,day_ahead,auction_clearing,GBP,MWh,2026-05-09T19:56:49.549554+00:00,ok,Synthetic EPEX-style sample file; not official EPEX data.
2026-05-09 22:30:00+01:00,2026-05-09,46,81.97,sample_epex_csv,day_ahead,auction_clearing,GBP,MWh,2026-05-09T19:56:49.549554+00:00,ok,Synthetic EPEX-style sample file; not official EPEX data.
2026-05-09 23:00:00+01:00,2026-05-09,47,79.08,sample_epex_csv,day_ahead,auction_clearing,GBP,MWh,2026-05-09T19:56:49.549554+00:00,ok,Synthetic EPEX-style sample file; not official EPEX data.
2026-05-09 23:30:00+01:00,2026-05-09,48,69.29,sample_epex_csv,day_ahead,auction_clearing,GBP,MWh,2026-05-09T19:56:49.549554+00:00,ok,Synthetic EPEX-style sample file; not official EPEX data.
