timestamp,settlement_date,settlement_period,price_gbp_per_mwh,source,market,price_type,currency,unit,ingestion_timestamp,data_quality_flag,notes
2026-05-09 05:30:00+01:00,2026-05-09,12,68.97,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 06:00:00+01:00,2026-05-09,13,79.34,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 06:30:00+01:00,2026-05-09,14,76.57,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 07:00:00+01:00,2026-05-09,15,95.08,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 07:30:00+01:00,2026-05-09,16,107.36,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 08:00:00+01:00,2026-05-09,17,94.02,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 08:30:00+01:00,2026-05-09,18,90.4,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 09:00:00+01:00,2026-05-09,19,105.21,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 09:30:00+01:00,2026-05-09,20,94.66,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 10:00:00+01:00,2026-05-09,21,78.51,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 10:30:00+01:00,2026-05-09,22,85.24,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 11:00:00+01:00,2026-05-09,23,69.5,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 11:30:00+01:00,2026-05-09,24,91.71,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 12:00:00+01:00,2026-05-09,25,103.52,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 12:30:00+01:00,2026-05-09,26,88.18,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 13:00:00+01:00,2026-05-09,27,82.16,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 13:30:00+01:00,2026-05-09,28,63.99,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 14:00:00+01:00,2026-05-09,29,79.82,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 14:30:00+01:00,2026-05-09,30,63.8,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 15:00:00+01:00,2026-05-09,31,89.89,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 15:30:00+01:00,2026-05-09,32,99.18,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 16:00:00+01:00,2026-05-09,33,95.6,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 16:30:00+01:00,2026-05-09,34,121.16,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 17:00:00+01:00,2026-05-09,35,124.17,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 17:30:00+01:00,2026-05-09,36,113.35,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 18:00:00+01:00,2026-05-09,37,121.72,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 18:30:00+01:00,2026-05-09,38,121.71,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 19:00:00+01:00,2026-05-09,39,119.44,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 19:30:00+01:00,2026-05-09,40,94.78,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 20:00:00+01:00,2026-05-09,41,85.0,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 20:30:00+01:00,2026-05-09,42,86.69,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 21:00:00+01:00,2026-05-09,43,75.44,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 21:30:00+01:00,2026-05-09,44,86.36,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 22:00:00+01:00,2026-05-09,45,89.85,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 22:30:00+01:00,2026-05-09,46,62.29,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 23:00:00+01:00,2026-05-09,47,90.6,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
2026-05-09 23:30:00+01:00,2026-05-09,48,77.33,synthetic,synthetic_day_ahead,synthetic,GBP,MWh,2026-06-29T11:52:24.365337+00:00,ok,synthetic scenario: negative_price_overnight
