run_id,service_date,depot_id,vehicle_id,assigned_charger_id,timestamp,settlement_date,settlement_period,interval_hours,charge_kw,charge_kwh,cumulative_charge_kwh,required_kwh,remaining_kwh_after_interval,baseline_strategy,feasibility_flag,notes
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-008,DEPOT_A-CHG-08,2026-05-09 23:00:00+01:00,2026-05-09,47,0.5,100.0,50.0,150.0,246.8598,96.8598,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-008,DEPOT_A-CHG-08,2026-05-09 23:30:00+01:00,2026-05-09,48,0.5,100.0,50.0,200.0,246.8598,46.8598,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-008,DEPOT_A-CHG-08,2026-05-10 00:00:00+01:00,2026-05-10,1,0.5,93.7196,46.8598,246.8598,246.8598,0.0,immediate_charge,feasible,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-009,DEPOT_A-CHG-01,2026-05-09 22:00:00+01:00,2026-05-09,45,0.5,100.0,50.0,50.0,218.2302,168.2302,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-009,DEPOT_A-CHG-01,2026-05-09 22:30:00+01:00,2026-05-09,46,0.5,100.0,50.0,100.0,218.2302,118.2302,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-009,DEPOT_A-CHG-01,2026-05-09 23:00:00+01:00,2026-05-09,47,0.5,100.0,50.0,150.0,218.2302,68.2302,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-009,DEPOT_A-CHG-01,2026-05-09 23:30:00+01:00,2026-05-09,48,0.5,100.0,50.0,200.0,218.2302,18.2302,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-009,DEPOT_A-CHG-01,2026-05-10 00:00:00+01:00,2026-05-10,1,0.5,36.4604,18.2302,218.2302,218.2302,0.0,immediate_charge,feasible,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-010,DEPOT_A-CHG-02,2026-05-09 19:30:00+01:00,2026-05-09,40,0.5,50.0,25.0,25.0,66.136,41.136,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-010,DEPOT_A-CHG-02,2026-05-09 20:00:00+01:00,2026-05-09,41,0.5,50.0,25.0,50.0,66.136,16.136,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-010,DEPOT_A-CHG-02,2026-05-09 20:30:00+01:00,2026-05-09,42,0.5,32.272,16.136,66.136,66.136,0.0,immediate_charge,feasible,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-011,DEPOT_A-CHG-03,2026-05-09 21:00:00+01:00,2026-05-09,43,0.5,100.0,50.0,50.0,243.4179,193.4179,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-011,DEPOT_A-CHG-03,2026-05-09 21:30:00+01:00,2026-05-09,44,0.5,100.0,50.0,100.0,243.4179,143.4179,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-011,DEPOT_A-CHG-03,2026-05-09 22:00:00+01:00,2026-05-09,45,0.5,100.0,50.0,150.0,243.4179,93.4179,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-011,DEPOT_A-CHG-03,2026-05-09 22:30:00+01:00,2026-05-09,46,0.5,100.0,50.0,200.0,243.4179,43.4179,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-011,DEPOT_A-CHG-03,2026-05-09 23:00:00+01:00,2026-05-09,47,0.5,86.8358,43.4179,243.4179,243.4179,0.0,immediate_charge,feasible,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-012,DEPOT_A-CHG-04,2026-05-09 21:30:00+01:00,2026-05-09,44,0.5,75.0,37.5,37.5,149.8497,112.3497,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-012,DEPOT_A-CHG-04,2026-05-09 22:00:00+01:00,2026-05-09,45,0.5,75.0,37.5,75.0,149.8497,74.8497,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-012,DEPOT_A-CHG-04,2026-05-09 22:30:00+01:00,2026-05-09,46,0.5,75.0,37.5,112.5,149.8497,37.3497,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-012,DEPOT_A-CHG-04,2026-05-09 23:00:00+01:00,2026-05-09,47,0.5,74.6994,37.3497,149.8497,149.8497,0.0,immediate_charge,feasible,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-013,DEPOT_A-CHG-05,2026-05-09 19:00:00+01:00,2026-05-09,39,0.5,100.0,50.0,50.0,154.64,104.64,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-013,DEPOT_A-CHG-05,2026-05-09 19:30:00+01:00,2026-05-09,40,0.5,100.0,50.0,100.0,154.64,54.64,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-013,DEPOT_A-CHG-05,2026-05-09 20:00:00+01:00,2026-05-09,41,0.5,100.0,50.0,150.0,154.64,4.64,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-013,DEPOT_A-CHG-05,2026-05-09 20:30:00+01:00,2026-05-09,42,0.5,9.28,4.64,154.64,154.64,0.0,immediate_charge,feasible,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-014,DEPOT_A-CHG-06,2026-05-09 23:00:00+01:00,2026-05-09,47,0.5,100.0,50.0,50.0,209.1492,159.1492,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-014,DEPOT_A-CHG-06,2026-05-09 23:30:00+01:00,2026-05-09,48,0.5,100.0,50.0,100.0,209.1492,109.1492,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-014,DEPOT_A-CHG-06,2026-05-10 00:00:00+01:00,2026-05-10,1,0.5,100.0,50.0,150.0,209.1492,59.1492,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-014,DEPOT_A-CHG-06,2026-05-10 00:30:00+01:00,2026-05-10,2,0.5,100.0,50.0,200.0,209.1492,9.1492,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-014,DEPOT_A-CHG-06,2026-05-10 01:00:00+01:00,2026-05-10,3,0.5,18.2984,9.1492,209.1492,209.1492,0.0,immediate_charge,feasible,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-015,DEPOT_A-CHG-07,2026-05-09 22:00:00+01:00,2026-05-09,45,0.5,100.0,50.0,50.0,145.533,95.533,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-015,DEPOT_A-CHG-07,2026-05-09 22:30:00+01:00,2026-05-09,46,0.5,100.0,50.0,100.0,145.533,45.533,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-015,DEPOT_A-CHG-07,2026-05-09 23:00:00+01:00,2026-05-09,47,0.5,91.066,45.533,145.533,145.533,0.0,immediate_charge,feasible,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-016,DEPOT_A-CHG-08,2026-05-09 22:30:00+01:00,2026-05-09,46,0.5,100.0,50.0,50.0,180.8232,130.8232,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-016,DEPOT_A-CHG-08,2026-05-09 23:00:00+01:00,2026-05-09,47,0.5,100.0,50.0,100.0,180.8232,80.8232,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-016,DEPOT_A-CHG-08,2026-05-09 23:30:00+01:00,2026-05-09,48,0.5,100.0,50.0,150.0,180.8232,30.8232,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-016,DEPOT_A-CHG-08,2026-05-10 00:00:00+01:00,2026-05-10,1,0.5,61.6464,30.8232,180.8232,180.8232,0.0,immediate_charge,feasible,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-017,DEPOT_A-CHG-01,2026-05-09 22:00:00+01:00,2026-05-09,45,0.5,100.0,50.0,50.0,103.1125,53.1125,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-017,DEPOT_A-CHG-01,2026-05-09 22:30:00+01:00,2026-05-09,46,0.5,100.0,50.0,100.0,103.1125,3.1125,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-017,DEPOT_A-CHG-01,2026-05-09 23:00:00+01:00,2026-05-09,47,0.5,6.225,3.1125,103.1125,103.1125,0.0,immediate_charge,feasible,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-018,DEPOT_A-CHG-02,2026-05-09 21:30:00+01:00,2026-05-09,44,0.5,75.0,37.5,37.5,70.4368,32.9368,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-018,DEPOT_A-CHG-02,2026-05-09 22:00:00+01:00,2026-05-09,45,0.5,65.8736,32.9368,70.4368,70.4368,0.0,immediate_charge,feasible,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-019,DEPOT_A-CHG-03,2026-05-09 20:00:00+01:00,2026-05-09,41,0.5,75.0,37.5,37.5,186.6498,149.1498,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-019,DEPOT_A-CHG-03,2026-05-09 20:30:00+01:00,2026-05-09,42,0.5,75.0,37.5,75.0,186.6498,111.6498,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-019,DEPOT_A-CHG-03,2026-05-09 21:00:00+01:00,2026-05-09,43,0.5,75.0,37.5,112.5,186.6498,74.1498,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-019,DEPOT_A-CHG-03,2026-05-09 21:30:00+01:00,2026-05-09,44,0.5,75.0,37.5,150.0,186.6498,36.6498,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-019,DEPOT_A-CHG-03,2026-05-09 22:00:00+01:00,2026-05-09,45,0.5,73.2996,36.6498,186.6498,186.6498,0.0,immediate_charge,feasible,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-020,DEPOT_A-CHG-04,2026-05-09 22:00:00+01:00,2026-05-09,45,0.5,75.0,37.5,37.5,150.5798,113.0798,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-020,DEPOT_A-CHG-04,2026-05-09 22:30:00+01:00,2026-05-09,46,0.5,75.0,37.5,75.0,150.5798,75.5798,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-020,DEPOT_A-CHG-04,2026-05-09 23:00:00+01:00,2026-05-09,47,0.5,75.0,37.5,112.5,150.5798,38.0798,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-020,DEPOT_A-CHG-04,2026-05-09 23:30:00+01:00,2026-05-09,48,0.5,75.0,37.5,150.0,150.5798,0.5798,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-020,DEPOT_A-CHG-04,2026-05-10 00:00:00+01:00,2026-05-10,1,0.5,1.1596,0.5798,150.5798,150.5798,0.0,immediate_charge,feasible,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-021,DEPOT_A-CHG-05,2026-05-10 00:00:00+01:00,2026-05-10,1,0.5,100.0,50.0,50.0,254.1721,204.1721,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-021,DEPOT_A-CHG-05,2026-05-10 00:30:00+01:00,2026-05-10,2,0.5,100.0,50.0,100.0,254.1721,154.1721,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-021,DEPOT_A-CHG-05,2026-05-10 01:00:00+01:00,2026-05-10,3,0.5,100.0,50.0,150.0,254.1721,104.1721,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-021,DEPOT_A-CHG-05,2026-05-10 01:30:00+01:00,2026-05-10,4,0.5,100.0,50.0,200.0,254.1721,54.1721,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-021,DEPOT_A-CHG-05,2026-05-10 02:00:00+01:00,2026-05-10,5,0.5,100.0,50.0,250.0,254.1721,4.1721,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-021,DEPOT_A-CHG-05,2026-05-10 02:30:00+01:00,2026-05-10,6,0.5,8.3442,4.1721,254.1721,254.1721,0.0,immediate_charge,feasible,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-022,DEPOT_A-CHG-06,2026-05-10 00:30:00+01:00,2026-05-10,2,0.5,150.0,75.0,75.0,133.0483,58.0483,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-022,DEPOT_A-CHG-06,2026-05-10 01:00:00+01:00,2026-05-10,3,0.5,116.0966,58.0483,133.0483,133.0483,0.0,immediate_charge,feasible,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-023,DEPOT_A-CHG-07,2026-05-10 00:30:00+01:00,2026-05-10,2,0.5,75.0,37.5,37.5,150.1596,112.6596,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-023,DEPOT_A-CHG-07,2026-05-10 01:00:00+01:00,2026-05-10,3,0.5,75.0,37.5,75.0,150.1596,75.1596,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-023,DEPOT_A-CHG-07,2026-05-10 01:30:00+01:00,2026-05-10,4,0.5,75.0,37.5,112.5,150.1596,37.6596,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-023,DEPOT_A-CHG-07,2026-05-10 02:00:00+01:00,2026-05-10,5,0.5,75.0,37.5,150.0,150.1596,0.1596,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-023,DEPOT_A-CHG-07,2026-05-10 02:30:00+01:00,2026-05-10,6,0.5,0.3192,0.1596,150.1596,150.1596,0.0,immediate_charge,feasible,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-024,DEPOT_A-CHG-08,2026-05-09 22:30:00+01:00,2026-05-09,46,0.5,100.0,50.0,50.0,277.8242,227.8242,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-024,DEPOT_A-CHG-08,2026-05-09 23:00:00+01:00,2026-05-09,47,0.5,100.0,50.0,100.0,277.8242,177.8242,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-024,DEPOT_A-CHG-08,2026-05-09 23:30:00+01:00,2026-05-09,48,0.5,100.0,50.0,150.0,277.8242,127.8242,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-024,DEPOT_A-CHG-08,2026-05-10 00:00:00+01:00,2026-05-10,1,0.5,100.0,50.0,200.0,277.8242,77.8242,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-024,DEPOT_A-CHG-08,2026-05-10 00:30:00+01:00,2026-05-10,2,0.5,100.0,50.0,250.0,277.8242,27.8242,immediate_charge,in_progress,Immediate-charge baseline interval.
phase3_baseline_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-024,DEPOT_A-CHG-08,2026-05-10 01:00:00+01:00,2026-05-10,3,0.5,55.6484,27.8242,277.8242,277.8242,0.0,immediate_charge,feasible,Immediate-charge baseline interval.
