run_id,service_date,depot_id,vehicle_id,assigned_charger_id,timestamp,settlement_date,settlement_period,interval_hours,charge_kw,charge_kwh,cumulative_charge_kwh,required_kwh,remaining_kwh_after_interval,optimized_strategy,price_gbp_per_mwh,market,source,price_type,data_quality_flag,interval_cost_gbp,feasibility_flag,unmet_kwh,notes
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-004,DEPOT_A-CHG-04,2026-05-10 00:30:00+01:00,2026-05-10,2,0.5,150.0,75.0,75.0,322.77959999999996,247.77959999999996,price_optimized,42.37,synthetic_day_ahead,synthetic,synthetic,ok,3.1777499999999996,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-004,DEPOT_A-CHG-04,2026-05-10 02:30:00+01:00,2026-05-10,6,0.5,150.0,75.0,150.0,322.77959999999996,172.77959999999996,price_optimized,44.43,synthetic_day_ahead,synthetic,synthetic,ok,3.3322499999999997,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-004,DEPOT_A-CHG-04,2026-05-10 03:00:00+01:00,2026-05-10,7,0.5,150.0,75.0,225.0,322.77959999999996,97.77959999999996,price_optimized,41.98,synthetic_day_ahead,synthetic,synthetic,ok,3.1485,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-004,DEPOT_A-CHG-04,2026-05-10 03:30:00+01:00,2026-05-10,8,0.5,150.0,75.0,300.0,322.77959999999996,22.77959999999996,price_optimized,43.84,synthetic_day_ahead,synthetic,synthetic,ok,3.2880000000000003,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-004,DEPOT_A-CHG-04,2026-05-10 05:00:00+01:00,2026-05-10,11,0.5,45.55919999999992,22.77959999999996,322.77959999999996,322.77959999999996,0.0,price_optimized,44.48,synthetic_day_ahead,synthetic,synthetic,ok,1.0132366079999982,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-005,DEPOT_A-CHG-05,2026-05-10 00:30:00+01:00,2026-05-10,2,0.5,150.0,75.0,75.0,201.25530000000003,126.25530000000003,price_optimized,42.37,synthetic_day_ahead,synthetic,synthetic,ok,3.1777499999999996,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-005,DEPOT_A-CHG-05,2026-05-10 03:00:00+01:00,2026-05-10,7,0.5,150.0,75.0,150.0,201.25530000000003,51.255300000000034,price_optimized,41.98,synthetic_day_ahead,synthetic,synthetic,ok,3.1485,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-005,DEPOT_A-CHG-05,2026-05-10 03:30:00+01:00,2026-05-10,8,0.5,102.51060000000007,51.255300000000034,201.25530000000003,201.25530000000003,0.0,price_optimized,43.84,synthetic_day_ahead,synthetic,synthetic,ok,2.2470323520000015,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-006,DEPOT_A-CHG-06,2026-05-10 00:30:00+01:00,2026-05-10,2,0.5,100.0,50.0,50.0,196.0593,146.0593,price_optimized,42.37,synthetic_day_ahead,synthetic,synthetic,ok,2.1185,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-006,DEPOT_A-CHG-06,2026-05-10 02:30:00+01:00,2026-05-10,6,0.5,92.11860000000001,46.05930000000001,96.05930000000001,196.0593,100.0,price_optimized,44.43,synthetic_day_ahead,synthetic,synthetic,ok,2.046414699,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-006,DEPOT_A-CHG-06,2026-05-10 03:00:00+01:00,2026-05-10,7,0.5,100.0,50.0,146.0593,196.0593,50.0,price_optimized,41.98,synthetic_day_ahead,synthetic,synthetic,ok,2.0989999999999998,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-006,DEPOT_A-CHG-06,2026-05-10 03:30:00+01:00,2026-05-10,8,0.5,100.0,50.0,196.0593,196.0593,0.0,price_optimized,43.84,synthetic_day_ahead,synthetic,synthetic,ok,2.192,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-007,DEPOT_A-CHG-07,2026-05-10 00:30:00+01:00,2026-05-10,2,0.5,150.0,75.0,75.0,356.4015,281.4015,price_optimized,42.37,synthetic_day_ahead,synthetic,synthetic,ok,3.1777499999999996,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-007,DEPOT_A-CHG-07,2026-05-10 02:30:00+01:00,2026-05-10,6,0.5,150.0,75.0,150.0,356.4015,206.4015,price_optimized,44.43,synthetic_day_ahead,synthetic,synthetic,ok,3.3322499999999997,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-007,DEPOT_A-CHG-07,2026-05-10 03:00:00+01:00,2026-05-10,7,0.5,150.0,75.0,225.0,356.4015,131.4015,price_optimized,41.98,synthetic_day_ahead,synthetic,synthetic,ok,3.1485,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-007,DEPOT_A-CHG-07,2026-05-10 03:30:00+01:00,2026-05-10,8,0.5,150.0,75.0,300.0,356.4015,56.4015,price_optimized,43.84,synthetic_day_ahead,synthetic,synthetic,ok,3.2880000000000003,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-007,DEPOT_A-CHG-07,2026-05-10 04:30:00+01:00,2026-05-10,10,0.5,112.803,56.4015,356.4015,356.4015,0.0,price_optimized,48.23,synthetic_day_ahead,synthetic,synthetic,ok,2.720244345,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-008,DEPOT_A-CHG-08,2026-05-10 00:30:00+01:00,2026-05-10,2,0.5,100.0,50.0,50.0,246.8598,196.8598,price_optimized,42.37,synthetic_day_ahead,synthetic,synthetic,ok,2.1185,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-008,DEPOT_A-CHG-08,2026-05-10 02:30:00+01:00,2026-05-10,6,0.5,100.0,50.0,100.0,246.8598,146.8598,price_optimized,44.43,synthetic_day_ahead,synthetic,synthetic,ok,2.2215000000000003,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-008,DEPOT_A-CHG-08,2026-05-10 03:00:00+01:00,2026-05-10,7,0.5,100.0,50.0,150.0,246.8598,96.8598,price_optimized,41.98,synthetic_day_ahead,synthetic,synthetic,ok,2.0989999999999998,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-008,DEPOT_A-CHG-08,2026-05-10 03:30:00+01:00,2026-05-10,8,0.5,100.0,50.0,200.0,246.8598,46.85980000000001,price_optimized,43.84,synthetic_day_ahead,synthetic,synthetic,ok,2.192,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-008,DEPOT_A-CHG-08,2026-05-10 04:30:00+01:00,2026-05-10,10,0.5,93.71960000000001,46.85980000000001,246.8598,246.8598,0.0,price_optimized,48.23,synthetic_day_ahead,synthetic,synthetic,ok,2.260048154,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-009,DEPOT_A-CHG-01,2026-05-10 00:30:00+01:00,2026-05-10,2,0.5,100.0,50.0,50.0,218.23019999999997,168.23019999999997,price_optimized,42.37,synthetic_day_ahead,synthetic,synthetic,ok,2.1185,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-009,DEPOT_A-CHG-01,2026-05-10 02:30:00+01:00,2026-05-10,6,0.5,100.0,50.0,100.0,218.23019999999997,118.23019999999997,price_optimized,44.43,synthetic_day_ahead,synthetic,synthetic,ok,2.2215000000000003,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-009,DEPOT_A-CHG-01,2026-05-10 03:00:00+01:00,2026-05-10,7,0.5,100.0,50.0,150.0,218.23019999999997,68.23019999999997,price_optimized,41.98,synthetic_day_ahead,synthetic,synthetic,ok,2.0989999999999998,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-009,DEPOT_A-CHG-01,2026-05-10 03:30:00+01:00,2026-05-10,8,0.5,100.0,50.0,200.0,218.23019999999997,18.230199999999968,price_optimized,43.84,synthetic_day_ahead,synthetic,synthetic,ok,2.192,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-009,DEPOT_A-CHG-01,2026-05-10 05:00:00+01:00,2026-05-10,11,0.5,36.460399999999936,18.230199999999968,218.23019999999997,218.23019999999997,0.0,price_optimized,44.48,synthetic_day_ahead,synthetic,synthetic,ok,0.8108792959999985,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-010,DEPOT_A-CHG-02,2026-05-10 00:30:00+01:00,2026-05-10,2,0.5,50.0,25.0,25.0,66.13600000000001,41.13600000000001,price_optimized,42.37,synthetic_day_ahead,synthetic,synthetic,ok,1.05925,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-010,DEPOT_A-CHG-02,2026-05-10 03:00:00+01:00,2026-05-10,7,0.5,50.0,25.0,50.0,66.13600000000001,16.13600000000001,price_optimized,41.98,synthetic_day_ahead,synthetic,synthetic,ok,1.0494999999999999,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-010,DEPOT_A-CHG-02,2026-05-10 03:30:00+01:00,2026-05-10,8,0.5,32.27200000000002,16.13600000000001,66.13600000000001,66.13600000000001,0.0,price_optimized,43.84,synthetic_day_ahead,synthetic,synthetic,ok,0.7074022400000005,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-011,DEPOT_A-CHG-03,2026-05-10 00:30:00+01:00,2026-05-10,2,0.5,100.0,50.0,50.0,243.41789999999997,193.41789999999997,price_optimized,42.37,synthetic_day_ahead,synthetic,synthetic,ok,2.1185,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-011,DEPOT_A-CHG-03,2026-05-10 02:30:00+01:00,2026-05-10,6,0.5,100.0,50.0,100.0,243.41789999999997,143.41789999999997,price_optimized,44.43,synthetic_day_ahead,synthetic,synthetic,ok,2.2215000000000003,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-011,DEPOT_A-CHG-03,2026-05-10 03:00:00+01:00,2026-05-10,7,0.5,100.0,50.0,150.0,243.41789999999997,93.41789999999997,price_optimized,41.98,synthetic_day_ahead,synthetic,synthetic,ok,2.0989999999999998,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-011,DEPOT_A-CHG-03,2026-05-10 03:30:00+01:00,2026-05-10,8,0.5,100.0,50.0,200.0,243.41789999999997,43.417899999999975,price_optimized,43.84,synthetic_day_ahead,synthetic,synthetic,ok,2.192,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-011,DEPOT_A-CHG-03,2026-05-10 05:00:00+01:00,2026-05-10,11,0.5,86.83579999999995,43.417899999999975,243.41789999999997,243.41789999999997,0.0,price_optimized,44.48,synthetic_day_ahead,synthetic,synthetic,ok,1.9312281919999987,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-012,DEPOT_A-CHG-04,2026-05-10 00:30:00+01:00,2026-05-10,2,0.5,75.0,37.5,37.5,149.84970000000004,112.34970000000004,price_optimized,42.37,synthetic_day_ahead,synthetic,synthetic,ok,1.5888749999999998,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-012,DEPOT_A-CHG-04,2026-05-10 02:30:00+01:00,2026-05-10,6,0.5,74.69940000000008,37.34970000000004,74.84970000000004,149.84970000000004,75.0,price_optimized,44.43,synthetic_day_ahead,synthetic,synthetic,ok,1.6594471710000018,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-012,DEPOT_A-CHG-04,2026-05-10 03:00:00+01:00,2026-05-10,7,0.5,75.0,37.5,112.34970000000004,149.84970000000004,37.5,price_optimized,41.98,synthetic_day_ahead,synthetic,synthetic,ok,1.57425,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-012,DEPOT_A-CHG-04,2026-05-10 03:30:00+01:00,2026-05-10,8,0.5,75.0,37.5,149.84970000000004,149.84970000000004,0.0,price_optimized,43.84,synthetic_day_ahead,synthetic,synthetic,ok,1.6440000000000001,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-013,DEPOT_A-CHG-05,2026-05-10 00:30:00+01:00,2026-05-10,2,0.5,100.0,50.0,50.0,154.64,104.63999999999999,price_optimized,42.37,synthetic_day_ahead,synthetic,synthetic,ok,2.1185,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-013,DEPOT_A-CHG-05,2026-05-10 02:30:00+01:00,2026-05-10,6,0.5,9.279999999999973,4.639999999999986,54.639999999999986,154.64,100.0,price_optimized,44.43,synthetic_day_ahead,synthetic,synthetic,ok,0.20615519999999937,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-013,DEPOT_A-CHG-05,2026-05-10 03:00:00+01:00,2026-05-10,7,0.5,100.0,50.0,104.63999999999999,154.64,50.0,price_optimized,41.98,synthetic_day_ahead,synthetic,synthetic,ok,2.0989999999999998,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-013,DEPOT_A-CHG-05,2026-05-10 03:30:00+01:00,2026-05-10,8,0.5,100.0,50.0,154.64,154.64,0.0,price_optimized,43.84,synthetic_day_ahead,synthetic,synthetic,ok,2.192,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-014,DEPOT_A-CHG-06,2026-05-10 00:30:00+01:00,2026-05-10,2,0.5,100.0,50.0,50.0,209.1492,159.1492,price_optimized,42.37,synthetic_day_ahead,synthetic,synthetic,ok,2.1185,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-014,DEPOT_A-CHG-06,2026-05-10 02:30:00+01:00,2026-05-10,6,0.5,100.0,50.0,100.0,209.1492,109.14920000000001,price_optimized,44.43,synthetic_day_ahead,synthetic,synthetic,ok,2.2215000000000003,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-014,DEPOT_A-CHG-06,2026-05-10 03:00:00+01:00,2026-05-10,7,0.5,100.0,50.0,150.0,209.1492,59.14920000000001,price_optimized,41.98,synthetic_day_ahead,synthetic,synthetic,ok,2.0989999999999998,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-014,DEPOT_A-CHG-06,2026-05-10 03:30:00+01:00,2026-05-10,8,0.5,100.0,50.0,200.0,209.1492,9.149200000000008,price_optimized,43.84,synthetic_day_ahead,synthetic,synthetic,ok,2.192,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-014,DEPOT_A-CHG-06,2026-05-10 05:00:00+01:00,2026-05-10,11,0.5,18.298400000000015,9.149200000000008,209.1492,209.1492,0.0,price_optimized,44.48,synthetic_day_ahead,synthetic,synthetic,ok,0.4069564160000003,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-015,DEPOT_A-CHG-07,2026-05-10 00:30:00+01:00,2026-05-10,2,0.5,100.0,50.0,50.0,145.53300000000002,95.53300000000002,price_optimized,42.37,synthetic_day_ahead,synthetic,synthetic,ok,2.1185,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-015,DEPOT_A-CHG-07,2026-05-10 03:00:00+01:00,2026-05-10,7,0.5,100.0,50.0,100.0,145.53300000000002,45.533000000000015,price_optimized,41.98,synthetic_day_ahead,synthetic,synthetic,ok,2.0989999999999998,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-015,DEPOT_A-CHG-07,2026-05-10 03:30:00+01:00,2026-05-10,8,0.5,91.06600000000003,45.533000000000015,145.53300000000002,145.53300000000002,0.0,price_optimized,43.84,synthetic_day_ahead,synthetic,synthetic,ok,1.9961667200000008,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-016,DEPOT_A-CHG-08,2026-05-10 00:30:00+01:00,2026-05-10,2,0.5,100.0,50.0,50.0,180.82319999999999,130.82319999999999,price_optimized,42.37,synthetic_day_ahead,synthetic,synthetic,ok,2.1185,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-016,DEPOT_A-CHG-08,2026-05-10 02:30:00+01:00,2026-05-10,6,0.5,61.64639999999997,30.823199999999986,80.82319999999999,180.82319999999999,100.0,price_optimized,44.43,synthetic_day_ahead,synthetic,synthetic,ok,1.3694747759999992,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-016,DEPOT_A-CHG-08,2026-05-10 03:00:00+01:00,2026-05-10,7,0.5,100.0,50.0,130.82319999999999,180.82319999999999,50.0,price_optimized,41.98,synthetic_day_ahead,synthetic,synthetic,ok,2.0989999999999998,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-016,DEPOT_A-CHG-08,2026-05-10 03:30:00+01:00,2026-05-10,8,0.5,100.0,50.0,180.82319999999999,180.82319999999999,0.0,price_optimized,43.84,synthetic_day_ahead,synthetic,synthetic,ok,2.192,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-017,DEPOT_A-CHG-01,2026-05-10 00:30:00+01:00,2026-05-10,2,0.5,100.0,50.0,50.0,103.1125,53.1125,price_optimized,42.37,synthetic_day_ahead,synthetic,synthetic,ok,2.1185,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-017,DEPOT_A-CHG-01,2026-05-10 03:00:00+01:00,2026-05-10,7,0.5,100.0,50.0,100.0,103.1125,3.112499999999997,price_optimized,41.98,synthetic_day_ahead,synthetic,synthetic,ok,2.0989999999999998,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-017,DEPOT_A-CHG-01,2026-05-10 03:30:00+01:00,2026-05-10,8,0.5,6.224999999999994,3.112499999999997,103.1125,103.1125,0.0,price_optimized,43.84,synthetic_day_ahead,synthetic,synthetic,ok,0.13645199999999988,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-018,DEPOT_A-CHG-02,2026-05-10 00:30:00+01:00,2026-05-10,2,0.5,65.87359999999998,32.93679999999999,32.93679999999999,70.43679999999999,37.5,price_optimized,42.37,synthetic_day_ahead,synthetic,synthetic,ok,1.3955322159999994,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-018,DEPOT_A-CHG-02,2026-05-10 03:00:00+01:00,2026-05-10,7,0.5,75.0,37.5,70.43679999999999,70.43679999999999,0.0,price_optimized,41.98,synthetic_day_ahead,synthetic,synthetic,ok,1.57425,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-019,DEPOT_A-CHG-03,2026-05-10 00:30:00+01:00,2026-05-10,2,0.5,75.0,37.5,37.5,186.6498,149.1498,price_optimized,42.37,synthetic_day_ahead,synthetic,synthetic,ok,1.5888749999999998,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-019,DEPOT_A-CHG-03,2026-05-10 02:30:00+01:00,2026-05-10,6,0.5,75.0,37.5,75.0,186.6498,111.6498,price_optimized,44.43,synthetic_day_ahead,synthetic,synthetic,ok,1.6661249999999999,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-019,DEPOT_A-CHG-03,2026-05-10 03:00:00+01:00,2026-05-10,7,0.5,75.0,37.5,112.5,186.6498,74.1498,price_optimized,41.98,synthetic_day_ahead,synthetic,synthetic,ok,1.57425,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-019,DEPOT_A-CHG-03,2026-05-10 03:30:00+01:00,2026-05-10,8,0.5,75.0,37.5,150.0,186.6498,36.6498,price_optimized,43.84,synthetic_day_ahead,synthetic,synthetic,ok,1.6440000000000001,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-019,DEPOT_A-CHG-03,2026-05-10 05:00:00+01:00,2026-05-10,11,0.5,73.2996,36.6498,186.6498,186.6498,0.0,price_optimized,44.48,synthetic_day_ahead,synthetic,synthetic,ok,1.6301831039999997,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-020,DEPOT_A-CHG-04,2026-05-10 00:00:00+01:00,2026-05-10,1,0.5,1.1596000000000686,0.5798000000000343,0.5798000000000343,150.57980000000003,150.0,price_optimized,48.28,synthetic_day_ahead,synthetic,synthetic,ok,0.027992744000001655,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-020,DEPOT_A-CHG-04,2026-05-10 00:30:00+01:00,2026-05-10,2,0.5,75.0,37.5,38.079800000000034,150.57980000000003,112.5,price_optimized,42.37,synthetic_day_ahead,synthetic,synthetic,ok,1.5888749999999998,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-020,DEPOT_A-CHG-04,2026-05-10 02:30:00+01:00,2026-05-10,6,0.5,75.0,37.5,75.57980000000003,150.57980000000003,75.0,price_optimized,44.43,synthetic_day_ahead,synthetic,synthetic,ok,1.6661249999999999,feasible,0.0,Price-optimized charging interval.
phase4_optimization_sample,2026-05-09,DEPOT_A,DEPOT_A-EV-020,DEPOT_A-CHG-04,2026-05-10 03:00:00+01:00,2026-05-10,7,0.5,75.0,37.5,113.07980000000003,150.57980000000003,37.5,price_optimized,41.98,synthetic_day_ahead,synthetic,synthetic,ok,1.57425,feasible,0.0,Price-optimized charging interval.
